Provincia,Referencia,Fecha Alta,Tipo,Operación,Superficie,Precio Venta,Fecha Venta,Vendedor
Girona,1152,2005-02-19,Local,Venta,224,1966272,2005-12-02,Pedro
Lleida,1153,2005-02-19,Suelo,Venta,272,2021232,2005-10-16,Jesús
Barcelona,1154,2005-02-20,Piso,Alquiler,292,2865688,2005-08-21,Carmen
Tarragona,1156,2005-02-20,Industrial,Venta,251,1305200,2005-12-18,Luisa
Girona,1157,2005-02-20,Local,Venta,254,1614170,2006-01-18,María
Barcelona,1158,2005-02-20,Oficina,Venta,298,2436448,2005-08-13,Carmen
Tarragona,1159,2005-02-20,Industrial,Venta,214,1823708,2005-09-16,Joaquín
Barcelona,1160,2005-02-21,Industrial,Venta,276,2148384,2005-10-12,Jesús
Lleida,1161,2005-02-22,Suelo,Venta,197,1594715,2006-01-15,Luisa
Lleida,1165,2005-02-23,Suelo,Alquiler,214,1665134,2005-10-21,Pedro
Lleida,1166,2005-02-23,Piso,Alquiler,227,1820540,2005-10-12,Luisa
Lleida,1167,2005-02-23,Parking,Venta,152,1076464,2005-05-27,Pedro
Girona,1168,2005-02-24,Piso,Venta,206,1136502,2006-01-22,Pedro
Tarragona,1169,2005-02-24,Casa,Alquiler,150,1051500,2006-02-17,Joaquín
Girona,1172,2005-02-24,Oficina,Venta,188,1697640,2005-08-04,Luisa
Barcelona,1176,2005-02-26,Casa,Venta,133,1305129,2005-12-22,Joaquín
Tarragona,1178,2005-02-27,Parking,Venta,219,1468614,2005-10-10,Pedro
Girona,1182,2005-03-01,Suelo,Venta,177,1203246,2006-02-20,Carmen
Barcelona,1185,2005-03-02,Piso,Venta,236,1388388,2006-02-04,Joaquín
Barcelona,1189,2005-03-03,Piso,Alquiler,255,1471605,2005-10-11,Carmen
Girona,1190,2005-03-03,Parking,Venta,153,1401633,2005-09-14,Carmen
Barcelona,1191,2005-03-03,Industrial,Venta,142,1256274,2005-07-21,Pedro
Girona,1192,2005-03-04,Casa,Alquiler,235,2055310,2006-01-03,Jesús
Barcelona,1193,2005-03-04,Casa,Alquiler,239,1320236,2005-08-03,Carmen
Tarragona,1202,2005-03-07,Suelo,Alquiler,139,1100046,2005-08-28,María
Lleida,1203,2005-03-07,Industrial,Venta,237,1013175,2006-01-10,Pedro
Barcelona,1204,2005-03-07,Oficina,Venta,255,2151435,2005-08-26,Pedro
Barcelona,1205,2005-03-07,Local,Venta,213,2105079,2005-07-25,Joaquín
Tarragona,1207,2005-03-07,Oficina,Venta,250,1531000,2006-02-09,Joaquín
Girona,1208,2005-03-08,Suelo,Alquiler,236,1449512,2006-02-05,Joaquín
Lleida,1210,2005-03-09,Suelo,Alquiler,247,1504477,2006-01-03,Jesús
Barcelona,1212,2005-03-10,Casa,Venta,143,1246960,2005-09-28,Carmen
Tarragona,1213,2005-03-10,Casa,Venta,154,1238006,2005-09-04,María
Lleida,1216,2005-03-10,Piso,Alquiler,281,2688046,2005-10-24,Luisa
Barcelona,1217,2005-03-11,Casa,Venta,184,1830800,2006-01-25,Pedro
Girona,1218,2005-03-11,Piso,Venta,241,1729416,2005-09-18,Carmen
Barcelona,1219,2005-03-11,Suelo,Venta,251,2234653,2005-08-01,Luisa
Barcelona,1221,2005-03-12,Local,Alquiler,269,2032295,2005-11-27,Joaquín
Tarragona,1222,2005-03-12,Piso,Alquiler,245,1377880,2005-07-10,Joaquín
Girona,1223,2005-03-12,Parking,Venta,181,1805475,2005-06-10,María
Tarragona,1224,2005-03-13,Parking,Venta,124,1070740,2005-12-22,Carmen
Lleida,1226,2005-03-14,Piso,Venta,291,1497195,2005-08-17,María
Girona,1227,2005-03-14,Industrial,Alquiler,164,1526840,2005-10-20,María
Girona,1230,2005-03-15,Suelo,Venta,268,2422720,2005-11-27,Carmen
Barcelona,1231,2005-03-16,Suelo,Venta,130,1292980,2005-11-11,Luisa
Lleida,1235,2005-03-18,Piso,Venta,233,1673173,2005-06-28,Joaquín
Lleida,1240,2005-03-19,Industrial,Alquiler,285,2562435,2005-06-20,Carmen
Barcelona,1244,2005-03-20,Oficina,Alquiler,274,1152718,2005-07-31,Pedro
Girona,1245,2005-03-20,Parking,Venta,276,1477428,2005-11-23,María
Barcelona,1247,2005-03-22,Industrial,Venta,268,1557884,2005-12-09,Luisa
Girona,1250,2005-03-23,Piso,Venta,163,1362843,2006-01-31,Luisa
Girona,1256,2005-03-24,Piso,Venta,168,1620192,2005-10-09,María
Girona,1257,2005-03-25,Parking,Venta,117,1149525,2006-02-27,Pedro
Tarragona,1258,2005-03-25,Casa,Alquiler,241,1248862,2005-08-22,Jesús
Tarragona,1259,2005-03-25,Industrial,Venta,180,1495260,2005-11-03,Luisa
Tarragona,1261,2005-03-26,Suelo,Alquiler,187,1194930,2006-02-08,Jesús
Tarragona,1264,2005-03-28,Oficina,Alquiler,186,1843074,2005-10-04,Pedro
Girona,1268,2005-03-30,Industrial,Alquiler,167,1191044,2006-03-30,Joaquín
Barcelona,1269,2005-03-30,Piso,Venta,138,1307688,2006-02-11,María
Tarragona,1271,2005-03-30,Parking,Venta,196,1730876,2005-07-12,Luisa
Girona,1272,2005-03-30,Suelo,Alquiler,216,1500984,2005-10-23,Joaquín
Girona,1273,2005-03-31,Piso,Venta,283,1599233,2005-11-04,Pedro
Lleida,1274,2005-03-31,Piso,Venta,189,1821771,2005-07-09,Pedro
Tarragona,1275,2005-04-01,Piso,Alquiler,278,1754180,2005-12-03,Luisa
Lleida,1276,2005-04-02,Industrial,Alquiler,222,1617270,2005-12-04,Luisa
Lleida,1277,2005-04-02,Industrial,Alquiler,285,2232690,2006-01-29,María
Lleida,1278,2005-04-02,Piso,Alquiler,132,1040028,2005-11-17,María
Lleida,1280,2005-04-03,Industrial,Alquiler,285,1938000,2005-09-26,Joaquín
Girona,1281,2005-04-04,Piso,Venta,176,1004608,2006-01-06,Jesús
Girona,1286,2005-04-05,Parking,Alquiler,297,2872287,2005-09-16,Luisa
Barcelona,1287,2005-04-05,Suelo,Venta,194,1612334,2005-09-21,Jesús
Tarragona,1288,2005-04-05,Casa,Alquiler,244,2413648,2006-01-06,María
Tarragona,1289,2005-04-05,Casa,Alquiler,259,1857807,2005-11-07,Luisa
Lleida,1290,2005-04-05,Casa,Alquiler,175,1560125,2005-07-21,Luisa
Tarragona,1291,2005-04-06,Industrial,Venta,131,1273320,2005-11-30,Joaquín
Lleida,1292,2005-04-06,Industrial,Alquiler,170,1566720,2005-09-02,Pedro
Tarragona,1293,2005-04-06,Industrial,Venta,230,1806650,2005-11-30,Pedro
Girona,1297,2005-04-07,Industrial,Venta,230,1751450,2005-07-07,Jesús
Barcelona,1298,2005-04-08,Industrial,Venta,248,1179488,2005-12-26,Jesús
Girona,1299,2005-04-09,Local,Venta,290,1702590,2006-04-09,Pedro
Tarragona,1301,2005-04-10,Suelo,Venta,299,2531334,2005-12-18,Carmen
Girona,1302,2005-04-11,Casa,Venta,288,2371392,2005-11-17,Luisa
Barcelona,1306,2005-04-14,Casa,Venta,274,2229812,2005-08-26,María
Girona,1307,2005-04-15,Industrial,Venta,264,2589312,2005-07-20,Pedro
Lleida,1308,2005-04-15,Parking,Venta,149,1004707,2006-01-18,Joaquín
Lleida,1310,2005-04-15,Casa,Alquiler,267,1517628,2006-02-14,Carmen
Girona,1311,2005-04-15,Casa,Alquiler,185,1059680,2005-07-14,Pedro
Girona,1312,2005-04-16,Oficina,Venta,180,1523880,2005-11-11,Jesús
Tarragona,1314,2005-04-17,Local,Alquiler,142,1205864,2006-02-05,Luisa
Lleida,1315,2005-04-17,Parking,Alquiler,116,1035416,2006-02-01,María
Barcelona,1316,2005-04-17,Piso,Alquiler,223,1795819,2005-08-30,Luisa
Tarragona,1318,2005-04-17,Casa,Alquiler,275,1543850,2005-12-21,María
Lleida,1319,2005-04-18,Casa,Alquiler,281,1727588,2006-04-07,Luisa
Girona,1321,2005-04-18,Local,Alquiler,271,2478566,2005-07-21,Pedro
Lleida,1322,2005-04-18,Local,Venta,245,2396835,2005-08-18,Joaquín
Barcelona,1328,2005-04-20,Parking,Alquiler,273,2306031,2005-09-25,Carmen
Girona,1329,2005-04-20,Oficina,Venta,182,1367366,2005-07-21,Carmen
Lleida,1330,2005-04-20,Casa,Alquiler,263,2094795,2006-02-12,Carmen
Tarragona,1331,2005-04-21,Piso,Venta,176,1435632,2006-03-10,Luisa
Tarragona,1332,2005-04-21,Parking,Alquiler,281,1619122,2005-09-26,Luisa
Tarragona,1336,2005-04-22,Industrial,Alquiler,266,2583126,2005-12-02,Pedro
Tarragona,1340,2005-04-24,Oficina,Venta,172,1033548,2006-01-01,Carmen
Girona,1341,2005-04-25,Local,Venta,132,1007688,2005-12-26,Luisa
Barcelona,1342,2005-04-25,Parking,Venta,194,1698664,2006-03-20,Carmen
Barcelona,1343,2005-04-25,Suelo,Alquiler,269,2292149,2006-01-22,Carmen
Tarragona,1344,2005-04-25,Parking,Venta,285,1500240,2005-08-20,Carmen
Lleida,1348,2005-04-26,Casa,Venta,201,1850004,2006-01-15,Joaquín
Girona,1352,2005-04-27,Piso,Venta,189,1064637,2005-11-29,Jesús
Barcelona,1353,2005-04-27,Industrial,Alquiler,269,1702501,2005-12-10,Luisa
Barcelona,1354,2005-04-28,Industrial,Venta,242,2418064,2005-10-24,Jesús
Barcelona,1356,2005-04-28,Suelo,Venta,161,1421308,2005-11-12,Pedro
Lleida,1357,2005-04-28,Local,Venta,285,1827420,2006-02-06,Luisa
Tarragona,1358,2005-04-29,Local,Venta,274,2474494,2006-03-25,Carmen
Tarragona,1359,2005-04-29,Parking,Venta,256,1059328,2006-04-17,Jesús
Tarragona,1360,2005-04-29,Parking,Venta,196,1201480,2005-09-18,María
Tarragona,1361,2005-04-30,Local,Venta,186,1179612,2005-10-06,Carmen
Tarragona,1362,2005-04-30,Oficina,Alquiler,172,1441188,2006-04-12,Luisa
Lleida,1370,2005-05-02,Oficina,Alquiler,240,1270800,2006-04-25,Luisa
Barcelona,1372,2005-05-04,Industrial,Venta,286,2633774,2005-09-01,Carmen
Lleida,1373,2005-05-04,Suelo,Venta,224,2211328,2006-02-23,Pedro
Barcelona,1374,2005-05-04,Local,Venta,214,1287210,2005-12-21,Joaquín
Girona,1375,2005-05-04,Casa,Venta,175,1363950,2005-09-11,Jesús
Tarragona,1378,2005-05-05,Oficina,Alquiler,186,1543428,2005-08-25,Pedro
Barcelona,1379,2005-05-06,Parking,Alquiler,119,1013523,2005-08-17,Joaquín
Tarragona,1382,2005-05-06,Parking,Venta,248,1352096,2006-03-14,Jesús
Barcelona,1385,2005-05-08,Parking,Venta,258,2066064,2005-11-25,María
Barcelona,1386,2005-05-08,Casa,Alquiler,245,1244600,2006-01-03,Luisa
Girona,1388,2005-05-08,Casa,Venta,270,2288520,2005-11-02,Joaquín
Girona,1389,2005-05-08,Parking,Venta,203,1892772,2006-03-26,María
Girona,1392,2005-05-09,Suelo,Alquiler,235,1046925,2005-12-05,Carmen
Barcelona,1394,2005-05-09,Casa,Venta,254,2011934,2006-03-04,Jesús
Girona,1395,2005-05-10,Local,Venta,252,1923264,2005-09-21,Carmen
Lleida,1396,2005-05-10,Industrial,Alquiler,292,1177052,2006-04-30,Jesús
Lleida,1397,2005-05-10,Local,Alquiler,223,1623217,2005-08-12,Luisa
Lleida,1400,2005-05-13,Suelo,Venta,190,1670100,2005-11-10,María
Barcelona,1401,2005-05-13,Casa,Venta,280,2349200,2006-04-13,Pedro
Tarragona,1402,2005-05-13,Industrial,Venta,155,1133050,2006-02-28,Pedro
Girona,1403,2005-05-14,Suelo,Alquiler,254,2417572,2005-09-20,María
Barcelona,1404,2005-05-15,Local,Venta,188,1453428,2005-09-14,Joaquín
Barcelona,1406,2005-05-15,Parking,Venta,163,1531222,2005-10-28,Joaquín
Tarragona,1407,2005-05-16,Oficina,Venta,233,1864000,2005-12-06,Luisa
Barcelona,1408,2005-05-16,Parking,Venta,185,1384355,2005-11-15,Luisa
Lleida,1409,2005-05-16,Industrial,Venta,206,1733696,2005-09-16,Pedro
Girona,1412,2005-05-18,Industrial,Alquiler,233,2120067,2006-02-24,Jesús
Tarragona,1414,2005-05-21,Piso,Alquiler,209,1206766,2005-11-09,Joaquín
Tarragona,1417,2005-05-21,Piso,Venta,262,1137866,2005-10-23,Joaquín
Barcelona,1419,2005-05-21,Industrial,Alquiler,244,1300276,2006-03-21,Joaquín
Tarragona,1420,2005-05-21,Oficina,Venta,169,1040871,2005-09-02,Pedro
Barcelona,1421,2005-05-22,Industrial,Venta,196,1584856,2005-09-02,Joaquín
Girona,1422,2005-05-22,Parking,Alquiler,282,1132230,2006-03-20,Pedro
Tarragona,1423,2005-05-23,Parking,Alquiler,280,1240400,2005-11-04,Jesús
Barcelona,1424,2005-05-23,Local,Alquiler,185,1583785,2005-09-17,Luisa
Girona,1427,2005-05-24,Parking,Alquiler,223,2228439,2005-09-17,Carmen
Tarragona,1428,2005-05-24,Suelo,Alquiler,195,1539135,2005-10-02,Luisa
Lleida,1429,2005-05-25,Local,Alquiler,200,1046800,2006-03-03,María
Barcelona,1431,2005-05-25,Piso,Venta,208,1792128,2006-04-15,Jesús
Tarragona,1433,2005-05-26,Industrial,Alquiler,273,1610973,2006-03-21,Pedro
Lleida,1436,2005-05-27,Industrial,Venta,175,1428350,2005-11-08,Jesús
Barcelona,1437,2005-05-27,Industrial,Venta,261,1435239,2006-03-22,Joaquín
Lleida,1438,2005-05-28,Parking,Venta,108,1001376,2006-02-10,Carmen
Girona,1439,2005-05-28,Industrial,Venta,233,1306664,2005-10-30,Luisa
Girona,1440,2005-05-28,Parking,Venta,255,1504755,2005-10-31,Luisa
Tarragona,1441,2005-05-29,Industrial,Alquiler,249,2116251,2006-01-14,Carmen
Barcelona,1442,2005-05-29,Industrial,Venta,160,1496320,2006-05-08,María
Lleida,1448,2005-05-31,Oficina,Alquiler,188,1579012,2006-04-14,María
Barcelona,1451,2005-06-02,Suelo,Venta,269,1779435,2006-05-18,Jesús
Lleida,1453,2005-06-04,Suelo,Alquiler,258,1687836,2006-03-25,María
Tarragona,1454,2005-06-04,Piso,Alquiler,193,1605374,2006-01-13,Joaquín
Tarragona,1455,2005-06-04,Casa,Venta,182,1047774,2006-01-31,Jesús
Tarragona,1456,2005-06-05,Oficina,Venta,223,2190752,2006-04-24,Joaquín
Girona,1458,2005-06-05,Parking,Venta,277,1691085,2005-11-19,Pedro
Girona,1460,2005-06-06,Oficina,Alquiler,228,1039452,2006-01-11,Carmen
Tarragona,1463,2005-06-07,Parking,Alquiler,177,1591584,2005-10-30,Joaquín
Girona,1464,2005-06-07,Casa,Venta,179,1393157,2005-11-26,Luisa
Lleida,1467,2005-06-09,Casa,Venta,299,2333097,2005-09-15,María
Tarragona,1468,2005-06-09,Oficina,Alquiler,131,1297686,2006-05-01,Carmen
Tarragona,1470,2005-06-09,Industrial,Alquiler,274,2690954,2006-05-17,Joaquín
Lleida,1472,2005-06-10,Parking,Alquiler,141,1250952,2006-02-26,Luisa
Barcelona,1473,2005-06-10,Piso,Venta,213,1955340,2006-04-23,Jesús
Tarragona,1474,2005-06-11,Casa,Alquiler,269,2549313,2006-02-20,Carmen
Lleida,1476,2005-06-11,Parking,Alquiler,248,2172232,2005-09-20,Pedro
Tarragona,1478,2005-06-12,Casa,Alquiler,229,1504301,2006-04-08,Joaquín
Barcelona,1480,2005-06-13,Oficina,Venta,124,1053628,2006-04-13,María
Tarragona,1481,2005-06-13,Local,Alquiler,261,1344933,2005-09-24,Pedro
Barcelona,1484,2005-06-13,Parking,Alquiler,282,2677590,2006-04-08,Luisa
Barcelona,1485,2005-06-14,Oficina,Venta,151,1484028,2006-03-24,Jesús
Girona,1486,2005-06-15,Local,Alquiler,167,1121906,2005-11-12,Carmen
Lleida,1489,2005-06-15,Suelo,Venta,144,1323792,2005-09-17,Jesús
Girona,1491,2005-06-16,Oficina,Alquiler,138,1241034,2006-06-05,Carmen
Tarragona,1492,2005-06-16,Piso,Alquiler,165,1405305,2006-02-01,Carmen
Tarragona,1493,2005-06-16,Industrial,Alquiler,250,1001750,2005-11-23,Joaquín
Tarragona,1494,2005-06-17,Suelo,Alquiler,201,1471320,2006-03-11,Carmen
Girona,1495,2005-06-17,Casa,Venta,199,1590010,2006-04-13,Carmen
Lleida,1496,2005-06-18,Suelo,Venta,278,2520904,2006-05-12,Luisa
Barcelona,1499,2005-06-19,Industrial,Alquiler,175,1084300,2005-10-10,Luisa
Girona,1502,2005-06-21,Industrial,Venta,120,1175160,2005-11-28,Carmen
Girona,1506,2005-06-22,Suelo,Alquiler,256,2512640,2006-03-16,Jesús
Girona,1508,2005-06-22,Casa,Venta,274,2594780,2006-02-23,María
Girona,1509,2005-06-22,Piso,Venta,244,2180628,2006-02-05,Pedro
Lleida,1511,2005-06-23,Piso,Venta,213,1587063,2006-02-02,Carmen
Girona,1512,2005-06-23,Casa,Alquiler,261,2419209,2006-05-25,María
Lleida,1515,2005-06-26,Piso,Alquiler,200,1689000,2005-09-30,Luisa
Girona,1517,2005-06-28,Suelo,Alquiler,139,1217501,2005-11-20,Joaquín
Girona,1518,2005-06-28,Local,Alquiler,151,1456999,2005-10-01,Carmen
Lleida,1523,2005-06-29,Local,Venta,158,1454232,2006-01-24,Pedro
Tarragona,1525,2005-06-30,Local,Venta,252,2283372,2006-02-12,Carmen
Girona,1528,2005-06-30,Oficina,Alquiler,204,1132608,2005-11-12,María
Girona,1529,2005-06-30,Oficina,Alquiler,185,1257075,2006-06-06,María
Lleida,1531,2005-07-01,Local,Venta,251,2325766,2005-10-20,Joaquín
Girona,1532,2005-07-01,Piso,Alquiler,260,1542580,2006-05-03,Luisa
Barcelona,1534,2005-07-02,Local,Alquiler,217,1742293,2006-04-13,Pedro
Barcelona,1537,2005-07-04,Piso,Venta,197,1035826,2006-05-27,Jesús
Girona,1538,2005-07-04,Industrial,Alquiler,161,1405852,2006-05-14,Pedro
Tarragona,1540,2005-07-05,Suelo,Alquiler,227,2223919,2005-11-19,Joaquín
Lleida,1541,2005-07-06,Local,Venta,124,1045816,2006-03-12,Carmen
Tarragona,1542,2005-07-06,Industrial,Venta,243,2401083,2006-04-08,Joaquín
Lleida,1544,2005-07-06,Parking,Venta,199,1573493,2006-07-02,Luisa
Girona,1546,2005-07-07,Piso,Alquiler,135,1294110,2006-03-08,Jesús
Barcelona,1547,2005-07-07,Piso,Venta,214,1258534,2006-01-27,María
Tarragona,1556,2005-07-12,Piso,Alquiler,183,1388238,2006-06-13,Joaquín
Barcelona,1557,2005-07-12,Local,Venta,159,1582845,2006-04-15,Pedro
Girona,1560,2005-07-14,Casa,Alquiler,177,1074921,2005-10-25,Luisa
Barcelona,1561,2005-07-15,Casa,Alquiler,291,1823406,2006-05-02,Pedro
Girona,1563,2005-07-15,Suelo,Venta,206,1881810,2006-07-10,Joaquín
Lleida,1564,2005-07-15,Parking,Venta,240,1983840,2005-10-18,Pedro
Tarragona,1567,2005-07-16,Oficina,Alquiler,296,2057496,2005-11-13,Jesús
Lleida,1568,2005-07-17,Piso,Alquiler,210,2005080,2006-04-25,Pedro
Tarragona,1569,2005-07-17,Oficina,Alquiler,273,2202837,2006-06-27,María
Barcelona,1572,2005-07-18,Local,Alquiler,300,1716300,2006-04-21,María
Barcelona,1573,2005-07-18,Local,Venta,202,1271388,2006-01-10,Joaquín
Barcelona,1574,2005-07-18,Piso,Alquiler,203,1699719,2006-01-10,Jesús
Barcelona,1575,2005-07-19,Industrial,Venta,275,1620575,2006-02-18,Joaquín
Lleida,1576,2005-07-20,Piso,Alquiler,298,2207286,2006-07-09,Pedro
Tarragona,1577,2005-07-20,Piso,Alquiler,288,1186560,2005-11-05,Luisa
Girona,1578,2005-07-20,Local,Venta,178,1723040,2006-04-05,Jesús
Tarragona,1579,2005-07-20,Suelo,Venta,141,1207101,2006-02-20,María
Tarragona,1581,2005-07-21,Suelo,Alquiler,233,2224917,2005-10-27,Jesús
Lleida,1582,2005-07-21,Parking,Alquiler,297,2463021,2006-03-13,María
Girona,1583,2005-07-22,Suelo,Alquiler,300,1832100,2006-05-02,Carmen
Girona,1585,2005-07-22,Casa,Venta,203,1026774,2006-07-04,Pedro
Tarragona,1586,2005-07-22,Industrial,Venta,291,1447434,2006-02-02,María
Girona,1588,2005-07-23,Local,Alquiler,245,2170945,2006-05-14,Jesús
Lleida,1589,2005-07-23,Casa,Venta,287,1607487,2005-11-01,Carmen
Tarragona,1591,2005-07-24,Parking,Venta,255,1627920,2006-03-12,Jesús
Barcelona,1592,2005-07-24,Parking,Venta,207,1107864,2006-05-15,Luisa
Barcelona,1596,2005-07-25,Suelo,Alquiler,264,2133120,2006-01-26,María
Lleida,1597,2005-07-26,Parking,Venta,256,1656064,2006-02-02,Pedro
Girona,1598,2005-07-26,Industrial,Alquiler,167,1606206,2005-12-11,Joaquín
Girona,1599,2005-07-26,Suelo,Alquiler,245,1311730,2006-01-06,Pedro
Lleida,1601,2005-07-28,Industrial,Venta,136,1309544,2005-11-19,Joaquín
Barcelona,1605,2005-07-30,Casa,Alquiler,260,1301560,2005-12-29,Carmen
Barcelona,1606,2005-07-31,Piso,Alquiler,211,1951328,2006-01-03,Luisa
Lleida,1610,2005-08-01,Piso,Venta,245,2292465,2006-06-10,Carmen
Lleida,1612,2005-08-03,Oficina,Venta,275,2110900,2006-07-24,Pedro
Girona,1619,2005-08-04,Casa,Alquiler,222,1477410,2006-05-06,María
Girona,1621,2005-08-04,Casa,Venta,286,1658800,2005-11-27,María
Tarragona,1622,2005-08-04,Industrial,Venta,233,1782683,2006-07-28,Pedro
Barcelona,1626,2005-08-05,Local,Venta,188,1209216,2006-03-14,María
Barcelona,1627,2005-08-06,Parking,Venta,245,1202705,2005-12-10,Jesús
Girona,1628,2005-08-06,Parking,Venta,297,2440449,2006-08-03,Carmen
Barcelona,1631,2005-08-07,Local,Alquiler,300,1900200,2005-12-09,Pedro
Lleida,1633,2005-08-07,Suelo,Venta,201,1522977,2005-11-24,Carmen
Barcelona,1635,2005-08-08,Piso,Alquiler,250,1669250,2006-01-04,María
Girona,1636,2005-08-08,Suelo,Venta,224,1448384,2005-12-20,Joaquín
Girona,1638,2005-08-08,Piso,Venta,184,1156808,2006-04-26,Carmen
Lleida,1639,2005-08-09,Parking,Venta,300,2155200,2006-08-05,Jesús
Tarragona,1640,2005-08-09,Parking,Alquiler,162,1297134,2006-02-14,María
Lleida,1642,2005-08-10,Industrial,Venta,276,2667816,2005-12-16,Joaquín
Tarragona,1643,2005-08-10,Piso,Alquiler,130,1246050,2005-11-27,Luisa
Barcelona,1644,2005-08-10,Local,Venta,269,2384954,2006-02-12,María
Girona,1646,2005-08-11,Parking,Venta,184,1147608,2006-06-29,Luisa
Tarragona,1647,2005-08-12,Local,Venta,297,2888325,2005-11-27,Pedro
Barcelona,1658,2005-08-16,Parking,Alquiler,232,1643256,2006-02-22,María
Barcelona,1659,2005-08-16,Suelo,Alquiler,221,1069640,2006-06-01,Joaquín
Lleida,1660,2005-08-16,Suelo,Alquiler,212,1926868,2005-11-24,Carmen
Lleida,1662,2005-08-17,Piso,Venta,167,1423007,2006-04-08,Carmen
Girona,1664,2005-08-19,Oficina,Venta,272,2233120,2005-12-13,Luisa
Lleida,1665,2005-08-19,Industrial,Alquiler,238,2275994,2006-06-15,Joaquín
Girona,1669,2005-08-23,Oficina,Alquiler,203,1933372,2006-01-31,Jesús
Tarragona,1670,2005-08-23,Local,Venta,263,1499889,2006-08-08,Pedro
Tarragona,1671,2005-08-24,Industrial,Venta,236,1707224,2006-02-05,Pedro
Girona,1672,2005-08-25,Oficina,Venta,227,1789214,2005-12-02,Joaquín
Lleida,1673,2005-08-26,Industrial,Venta,223,1509710,2006-01-11,Jesús
Girona,1674,2005-08-26,Casa,Venta,242,2290046,2006-01-24,María
Tarragona,1675,2005-08-26,Piso,Alquiler,216,2045304,2006-04-09,Jesús
Tarragona,1676,2005-08-27,Oficina,Venta,239,2181353,2006-06-15,María
Lleida,1677,2005-08-27,Industrial,Venta,300,2625600,2006-01-08,María
Girona,1681,2005-08-28,Casa,Venta,284,1459192,2006-07-02,María
Girona,1682,2005-08-28,Casa,Alquiler,265,1441070,2006-08-04,Jesús
Girona,1684,2005-08-28,Industrial,Alquiler,224,1932448,2006-02-03,Carmen
Barcelona,1685,2005-08-28,Piso,Alquiler,254,1191260,2006-07-27,Pedro
Lleida,1688,2005-08-29,Piso,Alquiler,252,1923516,2006-05-23,Pedro
Lleida,1693,2005-08-30,Suelo,Venta,233,2171327,2006-01-09,Jesús
Girona,1694,2005-08-31,Local,Venta,275,1826825,2006-05-14,Jesús
Girona,1695,2005-08-31,Casa,Alquiler,248,1234048,2006-02-28,Jesús
Barcelona,1696,2005-08-31,Industrial,Venta,158,1473982,2006-08-29,Carmen
Girona,1697,2005-09-01,Industrial,Venta,116,1143412,2006-07-03,María
Barcelona,1698,2005-09-02,Industrial,Alquiler,213,1333593,2006-04-06,Jesús
Barcelona,1699,2005-09-03,Industrial,Alquiler,202,1558430,2006-01-26,Jesús
Barcelona,1700,2005-09-03,Parking,Venta,163,1150128,2006-03-18,Joaquín
Barcelona,1701,2005-09-03,Piso,Venta,245,1517285,2006-05-07,Luisa
Lleida,1703,2005-09-06,Industrial,Venta,288,2171520,2006-08-28,Carmen
Tarragona,1705,2005-09-06,Local,Alquiler,170,1429020,2005-12-14,Pedro
Tarragona,1706,2005-09-06,Industrial,Alquiler,261,2026404,2006-02-05,Carmen
Tarragona,1708,2005-09-07,Casa,Alquiler,205,1762180,2006-05-14,Jesús
Barcelona,1710,2005-09-07,Local,Venta,272,2074000,2006-08-14,Joaquín
Barcelona,1711,2005-09-08,Local,Venta,299,1424436,2006-01-17,Carmen
Girona,1713,2005-09-09,Piso,Venta,201,1333434,2006-02-17,María
Tarragona,1716,2005-09-09,Oficina,Venta,187,1031305,2006-02-17,Joaquín
Barcelona,1718,2005-09-09,Local,Venta,218,1911424,2006-07-22,Carmen
Barcelona,1720,2005-09-10,Local,Venta,254,1668526,2005-12-29,Carmen
Tarragona,1722,2005-09-10,Piso,Alquiler,250,2478000,2006-04-27,Carmen
Lleida,1723,2005-09-10,Oficina,Alquiler,142,1201462,2006-08-06,Jesús
Tarragona,1724,2005-09-10,Parking,Venta,270,1798470,2006-03-02,Joaquín
Lleida,1726,2005-09-11,Oficina,Alquiler,194,1931658,2005-12-14,Jesús
Tarragona,1727,2005-09-11,Industrial,Venta,271,2028164,2006-01-07,María
Tarragona,1728,2005-09-11,Piso,Alquiler,240,1602720,2006-06-03,Joaquín
Tarragona,1729,2005-09-11,Suelo,Venta,185,1230990,2006-05-19,Jesús
Tarragona,1730,2005-09-12,Oficina,Venta,194,1490114,2005-12-18,Luisa
Tarragona,1731,2005-09-12,Parking,Venta,223,2143922,2006-04-20,Jesús
Girona,1735,2005-09-14,Parking,Alquiler,258,1430352,2006-01-14,María
Tarragona,1736,2005-09-14,Industrial,Alquiler,176,1043856,2006-05-25,Jesús
Girona,1743,2005-09-17,Casa,Venta,292,2630336,2006-01-08,Joaquín
Barcelona,1746,2005-09-19,Parking,Alquiler,193,1540140,2006-08-08,Jesús
Girona,1747,2005-09-20,Piso,Alquiler,240,2183760,2006-01-27,Jesús
Girona,1751,2005-09-21,Parking,Alquiler,258,1758786,2006-02-24,Jesús
Tarragona,1753,2005-09-21,Casa,Alquiler,185,1129980,2006-04-10,Pedro
Barcelona,1755,2005-09-22,Casa,Venta,182,1305304,2006-06-06,Luisa
Tarragona,1759,2005-09-25,Casa,Venta,232,2133472,2006-05-18,Carmen
Lleida,1761,2005-09-26,Piso,Venta,214,1689316,2006-01-17,Carmen
Girona,1762,2005-09-26,Casa,Venta,191,1514057,2006-09-20,Luisa
